sample_id,image_path,question,ground_truths,prediction_claude_sonnet__claude_sonnet,inference_time_ms_claude_sonnet__claude_sonnet,extracted_text_claude_sonnet__claude_sonnet,error_claude_sonnet__claude_sonnet,prediction_gpt-5-nano__gpt-5-nano,inference_time_ms_gpt-5-nano__gpt-5-nano,extracted_text_gpt-5-nano__gpt-5-nano,error_gpt-5-nano__gpt-5-nano
chartqapro_mini_0184,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0184.png,['what is the percentage increase in total affected in drought in 2002 compared to 2000?'],"[""['Unanswerable']""]",,3611.604928970337,,Error when retrieving token from sso: Token has expired and refresh failed,"I can’t determine it without the actual totals from the chart. Please provide the total affected in drought for 2000 and 2002 (e.g., Total2000 and Total2002). 

The percentage increase is:
((Total2002 - Total2000) / Total2000) × 100%. 

If you share the two numbers, I’ll compute it for you.",38010.95724105835,,
chartqapro_mini_0185,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0185.png,['which country took the longest to go from 100 confirmed cases to 1000 confirmed cases?'],"[""['Singapore']""]",,3593.7328338623047,,Error when retrieving token from sso: Token has expired and refresh failed,,29883.625984191895,"Here is the text and data shown in the chart.

Chart title
- Log scale - Cumulative COVID-19 cases since 100th confirmed case

Axis labels
- X-axis: NUMBER OF DAYS SINCE CASE #100
- Y-axis: NUMBER OF CONFIRMED CASES

Data points / annotations by country
- US: DAY 69, 1,329,791
- UK: DAY 67, 220,449
- ITALY: DAY 78, 219,070
- CHINA: DAY 110, 84,010
- SINGAPORE: DAY 72, 23,336
- SOUTH KOREA: DAY 81, 10,909
- AUSTRALIA: DAY 64, 6,947

Data source
- Data source: Johns Hopkins University as of May 11

Other visible text
- 9 NEWS (logo at bottom-left)

X-axis tick marks (days since case #100)
- 1, 4, 7, 10, 13, 16, 19, 22, 25, 28, 31, 34, 37, 40, 43, 46, 49, 52, 55, 58, 61, 64, 67, 70, 73, 76, 79, 82, 85, 88, 91, 94, 97, 100, 103, 106, 109

Y-axis (log scale) tick marks
- 100
- 1,000
- 10,000
- 100,000
- 1,000,000",
chartqapro_mini_0186,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0186.png,"['in the lowest dip in this graph, which legend label had the lowest value?']","[""['Weekly Index']""]",,3562.516927719116,,Error when retrieving token from sso: Token has expired and refresh failed,,29564.27502632141,"Here is all the text and the observable data I can extract from the chart:

Texts on the chart
- Y-axis label: Index
- X-axis: 14 15 16 17 18 19 20 21 22 (representing years 2014–2022)
- Legend items:
  - 4-week average
  - Federal Budget release
  - Average since 1990
  - RBA cash rate cut
  - Weekly index
- Annotations / callouts (events along the timeline):
  - 2014 Budget leaks begin
  - 2014 Budget
  - China stock market plunge
  - 2015 Budget
  - Financial market volatility
  - 2017 Budget released
  - 2018 Budget
  - Wentworth by-election
  - 2019-20 Bushfires
  - 2020 Budget
  - 2021 Budget
- Additional text:
  - Source: ANZ-Roy Morgan, ANZ Research
- Dashed line label (associated with annotation): Average since 1990
- Marker legend notes (colors/shapes):
  - Red diamonds: Federal Budget release
  - Yellow diamonds: RBA cash rate cut
  - Dashed red line: Average since 1990
- Data series labels in legend (explicit names):
  - Weekly index
  - 4-week average

Axis numeric values
- Y-axis tick marks (approximate values shown):
  - 60, 68, 76, 84, 92, 100, 108, 116, 124, 132, 140
- X-axis year marks: 14, 15, 16, 17, 18, 19, 20, 21, 22 (corresponding to 2014–2022)

Markers and data cues
- Red diamonds denote Federal Budget releases (at various years)
- Yellow diamonds denote RBA cash rate cuts
- A red dashed horizontal line marks “Average since 1990”
- Two blue line styles:
  - 4-week average (solid blue)
  - Weekly index (lighter blue line)

Data availability notes
- The chart provides relative index values over time and event markers but does not include exact numeric data points for each year/week. The explicit numeric data you can cite are the axis scales and year labels listed above. If you need exact weekly values, they aren’t directly readable from this image and would require the underlying dataset or a higher-resolution image for precise extraction.",
chartqapro_mini_0187,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0187.png,['what is the exact epa per play of d carr? round off to 2 decimal places?'],"[""['Unanswerable']""]",,3619.1959381103516,,Error when retrieving token from sso: Token has expired and refresh failed,"I don’t have the chart text you’re referring to, so I can’t pull the exact EPA per play value for Derek Carr. Please paste the relevant portion of the extracted chart (e.g., the total EPA and the number of plays for Derek Carr, or the EPA per play figure shown). 

If you provide the numbers, I’ll compute and round to two decimals right away. For reference, the calculation is:
EPA per play = (total EPA attributed to Derek Carr) / (number of plays credited to him)
Then round the result to two decimals.",33346.98987007141,,
chartqapro_mini_0188,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0188.png,['in which month did microsoft cross 2 trillion valuation as per the given plot?'],"[""['July']""]",,3585.551977157593,,Error when retrieving token from sso: Token has expired and refresh failed,June 2021.,28937.118768692017,,
chartqapro_mini_0189,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0189.png,['estimate the approximate average number of daily unlinked cases for the week starting from may 31st.'],"[""['Unanswerable']""]",,3567.868947982788,,Error when retrieving token from sso: Token has expired and refresh failed,,26872.018337249756,"Here is what I can extract from the chart text and the visible data cues:

Text (titles, labels, and sources)
- What Next?
- Singapore's virus rules bring down local cases
- Daily Community Cases (legend)
- Daily Unlinked Cases (legend)
- Sun May 16 (x-axis label)
- Mon May 31 (x-axis label)
- Wed Jun 9 (x-axis label)
- Source: Singapore Ministry of Health
- Bloomberg

Axis and other visible labels
- Y-axis scale appears to run from 0 to 40 (with grid lines at 0, 10, 20, 30, 40; the top label shows 40)
- The chart contains two series:
  - White line: Daily Community Cases
  - Blue line: Daily Unlinked Cases

Data interpretation (approximate trends visible in the chart)
- Time span: mid-May to early June (roughly May 16 to June 9)
- Daily Community Cases (white line)
  - Fluctuates widely, with peaks reaching toward the upper end of the scale (around 30–40 on several days)
  - Also shows periods of lower values (roughly in the teens to low 20s on some days)
  - By the end of the period (near Jun 9), the line declines toward near-zero values
- Daily Unlinked Cases (blue line)
  - Generally remains near the bottom of the chart (roughly 0–5)
  - Small bumps to around 5–6 on some days, but stays far below the community cases
  - By Jun 9, remains near zero

Notes
- The exact day-by-day numeric values are not legible from the image, so the above are approximate interpretations of the visible trends.
- Source attribution on the chart: Singapore Ministry of Health (data), Bloomberg (presentation).",
chartqapro_mini_0190,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0190.png,['which event caused the most significant drop followed by quick recovery for both lines?'],"[""['xmas']""]",,3581.1541080474854,,Error when retrieving token from sso: Token has expired and refresh failed,"The 1st wave event. It marks the steepest drop in both Sydney CBD (blue) and Melbourne CBD (orange) lines, followed by a quick rebound as restrictions eased. (The 2nd wave also shows a dip, but the 1st wave has the larger drop with a faster recovery.)",28304.47506904602,"Here is all the text present in the chart, plus the implied data structure.

Chart title
- Weekday cafe transactions in Sydney and Melbourne CBDs

Y-axis
- In-store transactions
- Average purchases per week
- Index: 4 February 2019 = 100 (the base index appears to be 100 on that date)

Y-axis scale (tick labels)
- 0, 20, 40, 60, 80, 100, 120, 140

X-axis (dates / ticks)
- Jan-19
- Mar-19
- May-19
- Jul-19
- Sep-19
- Nov-19
- Jan-20
- Mar-20
- May-20
- Jul-20
- Sep-20
- Nov-20
- Jan-21
- Mar-21
- May-21
- Jul-21
- Sep-21
- Nov-21
- Jan-22

Event labels along the timeline (approximate positions)
- Easter
- Xmas
- 1st wave
- 2nd wave
- Xmas (repeated)
- Delta
- Omicron

Series/colors
- Sydney CBD (blue line)
- Melbourne CBD (orange line)

Notes on data
- The chart shows an index of in-store weekday cafe transactions (base = 100 on 4 February 2019).
- Values range roughly from 0 up to about 140 based on the y-axis scale.
- The exact numerical values at each date are not provided on the chart, only the trend lines for the two CBDs (Sydney in blue, Melbourne in orange) and the event markers (Easter, Xmas, 1st wave, 2nd wave, Delta, Omicron).",
chartqapro_mini_0191,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0191.png,['in which district blacks are more likely to succeed based on graduation rates'],"[""['Beloit']""]",,3573.9989280700684,,Error when retrieving token from sso: Token has expired and refresh failed,,26261.65461540222,"Here is all the visible text from the chart and its legends. I can’t reliably read the exact numeric data points from the image, but I’ve transcribed everything else exactly as shown. If you have a higher-resolution image or the original data source, I can extract the precise numbers.

Text content

- Title: Racial gaps persist in graduation rates
- Subtitle: Selected Wisconsin school districts, 2009-2014

District panels (in order, left to right, top row then bottom row)
- Beloit
- Green Bay
- Kenosha
- Madison
- Milwaukee
- Racine

X-axis labels (for each panel)
- 2009-10
- 2010-11
- 2011-12
- 2012-13
- 2013-14

Y-axis marks (percentages visible as tick labels)
- 40%
- 60%
- 80%
- 100%

Legend (colors and categories)
- Black
- Hispanic
- White

Legend color mapping (as shown in the small legend boxes)
- Black: orange
- Hispanic: yellow
- White: blue

All other visible textual elements
- Source: Wisconsin Department of Public Instruction, Wisconsin Information System for Education Data Dashboard.
- Credits: Reporting, Abigail Becker; charts, Kate Golden, Wisconsin Center for Investigative Journalism.

If you’d like, I can provide a structured dataset (CSV/JSON) with the exact values for each district and year, but I’ll need either a higher-res image or the underlying data to capture the numbers precisely.",
chartqapro_mini_0192,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0192.png,['on average approximately how many new stops were added per month over the last 12 months?'],"[""['Unanswerable']""]",,3567.0461654663086,,Error when retrieving token from sso: Token has expired and refresh failed,,27940.04487991333,"Here is the text that is visible on the chart. I cannot reliably read exact numeric values for each month from the image, but I’ve captured all the textual elements and the month/year labeling.

What I can read from the chart
- Legend:
  - New Routes (orange)
  - Existing Routes (blue)
- Axes:
  - Y-axis label: Count
  - X-axis label: Month
  - Y-axis tick marks (approximate per the image): 0, 2K, 4K, 6K, 8K, 10K, 12K, 14K, 16K, 18K, 20K
- Year group labels:
  - 2015 (above the first set of months)
  - 2016 (above the second set of months)
- Month labels (in order along the x-axis, including the year split):
  - March, April, May, June, July, August, September, October, November, December, January, February, March
- Other visible text:
  - Tableau watermark/logo in the bottom-left corner (implicit in many Tableau images)

What I cannot precisely extract
- The exact numeric values (counts) for Existing Routes and New Routes for each month. The bars’ heights give an approximate sense, but the image quality/scale does not provide exact month-by-month numbers.

If you need exact data
- If you have access to the underlying data or a higher-resolution image, I can attempt a more precise extraction (or provide a data table with month, Existing Routes, and New Routes values).
- Alternatively, if you can share the dataset or provide the original Tableau workbook, I can output a clean table with the exact numbers.",
chartqapro_mini_0193,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0193.png,['which term has had the hightest increase in abstract mentions in the last 20 years?'],"[""['Underrepresented']""]",,3580.5938243865967,,Error when retrieving token from sso: Token has expired and refresh failed,,37989.73488807678,"Here is what’s shown in the chart and the visible data/text I can extract from it.

Text and labels
- Title: Percentage of NSF Award Abstracts Containing Given Terms by Year
- Subplot titles (10 terms):
  - Equity
  - Diversity
  - Inclusion
  - Gender
  - Intersectional
  - Women
  - Disparity
  - Marginalize
  - Underrepresented
  - Latinx
- Overall x-axis label (apparent): Year
- The x-axis scale / ticks (consistent across the plots): 2000 to 2020 (with tick marks at 2000 and 2020 clearly visible)
- The y-axes have different scales per subplot (not harmonized):
  - Equity: 0 to roughly 3 (end value near ~2.8)
  - Diversity: scale shown as multiples (e.g., 2.5, 5.0, 7.5, 10.0 on the axis; end value near ~11)
  - Inclusion: up to about 4–5 (end value around ~4.5)
  - Gender: up to 2 (tick marks around 0.0, 0.5, 1.0, 1.5, 2.0; end value ~2.0)
  - Intersectional: up to ~0.3 (end value ~0.28–0.30)
  - Women: up to about 8 (end value ~7.5–7.8)
  - Disparity: up to ~0.8 (end value ~0.85–0.90)
  - Marginalize: up to ~0.6 (end value ~0.55–0.60)
  - Underrepresented: up to ~20 (end value ~18–19; highest of all)
  - Latinx: up to ~0.4 (end value ~0.38–0.40)

Approximate data at the year 2020 (read from the end of each curve)
- Equity: ≈ 2.8
- Diversity: ≈ 11
- Inclusion: ≈ 4.5
- Gender: ≈ 2.0
- Intersectional: ≈ 0.29–0.30
- Women: ≈ 7.7–7.8
- Disparity: ≈ 0.85–0.90
- Marginalize: ≈ 0.58–0.60
- Underrepresented: ≈ 18–19
- Latinx: ≈ 0.38–0.40

Notes and caveats
- The chart consists of 10 small line plots arranged in two rows (Equity, Diversity, Inclusion, Gender, Intersectional on the top row; Women, Disparity, Marginalize, Underrepresented, Latinx on the bottom row).
- Each subplot shows the percentage or proportion of NSF award abstracts containing the given term, over years roughly from 2000 to 2020.
- The y-axis scales are different for each subplot, so the magnitudes above are approximate end values read from the top/tip of each line in 2020, not a single common scale.
- If you need exact numeric values for every year and every term, I can try to digitize the curves more precisely or you can share the underlying data file if available.",
