sample_id,image_path,ground_truth,language,dataset,prediction_gpt-5-mini,inference_time_ms_gpt-5-mini,tokens_used_gpt-5-mini,error_gpt-5-mini,prediction_gpt-5-nano,inference_time_ms_gpt-5-nano,tokens_used_gpt-5-nano,error_gpt-5-nano
icdar_tr_img_07587,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_07587.jpg,,"Symbols, Latin",ICDAR_mini,"T
T
Winforlife!
RIV.
N°846
RIV.
N
846
Enalotto
TABACCHHI
Super
VALORI
Gratta
BOLLATI
!
Riceritaria
LOTTO
eVinci
n°
CRASH
1099
L
O
T
T
Matchpoint
1099
n°
CAffe
Sisal
Ricevitoria
TABACCHI
FREDDA
TAVOLA
M
PANINOTECA
M
Sisal
Sisal
CON
PAGA
00000
PAY
CARTA
00000
Winforlife!
cosi
pagare
sivince
PER
Tutto
PAY
Oul
Winforlife!
n
400
SKY
Stoer
Enalotto
sky
PAY",16280.30276298523,,,"T
T
Winforlife!
RIV.
N°846
RIV.
N
846
Enalotto
TABACCHHI
Super
VALORI
Gratta
BOLLATI
!
Riceritaria
LOTTO
eVinci
n°
CRASH
1099
L
O
T
T
Matchpoint
1099
n°
CAffe
Sisal
Ricevitoria
TABACCHI
FREDDA
TAVOLA
M
PANINOTECA
M
Sisal
Sisal
CON
PAGA
00000
PAY
CARTA
00000
Winforlife!
cosi
pagare
sivince
PER
Tutto
PAY
Oul
Winforlife!
n
400
SKY
Stoer
Enalotto
sky
PAY",14378.171920776367,,
icdar_tr_img_07606,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_07606.jpg,"- sconto 30%
- Grana Padano DOP
- 16 Mesi
- €1,59
- all’etto
- 1,09€
- al kg 10,90 €
- dal 24/11/2016 al 13/12/2016
- Salvo esaurimento scorte
- cod. 0000002749
- tutto & subito","Symbols, Latin",ICDAR_mini,"30%
sconto
DOP
Padano
Grana
DENOMINAZIONE
D'ORIGINE
PROTETTA
Mesi
16
€1.59
1,09€
all'etto
10,90€
al
kg
24/11/2016
13/12/2016
al
dal
scorte
esaurimento
Salvo
cod.00000020749
subito
tutto
&",11049.316883087158,,,"30%
sconto
DOP
Padano
Grana
DENOMINAZIONE
D'ORIGINE
PROTETTA
Mesi
16
€1.59
1,09€
all'etto
10,90€
al
kg
24/11/2016
13/12/2016
al
dal
scorte
esaurimento
Salvo
cod.00000020749
subito
tutto
&",16279.155969619751,,
icdar_tr_img_07670,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_07670.jpg,,"None, Latin",ICDAR_mini,"VIA
BERUTO
CESARE
Commissarykitchen
CommissaryKitchen
Commissary
65
Kitchen
2
en
13
""A
of
Filinpino
Cuisine""
Taste
SALA
INTERNA",14170.179843902588,,,"VIA
BERUTO
CESARE
Commissarykitchen
CommissaryKitchen
Commissary
65
Kitchen
2
en
13
""A
of
Filinpino
Cuisine""
Taste
SALA
INTERNA",14660.743236541748,,
icdar_tr_img_07768,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_07768.jpg,,"None, Latin",ICDAR_mini,"Informiamo
la
che
gentile
IL
PARCHEGGIO
clientela
È
LUNEDI-SABATO
APERTO:
Dalle
9.00
alle
21.00
DOMENICA
Dalle
10
alle
20
LA
DIREZIONE
NON
RISPONDE
DANNI
DI
E
FURTI
ALLE
VETTURE
Media
World
Media
W
rld
Media
Worl
G
smeg
IG
M
AEG
ANDIELETTROD
lele",14136.517763137817,,,"Informiamo
la
che
gentile
IL
PARCHEGGIO
clientela
È
LUNEDI-SABATO
APERTO:
Dalle
9.00
alle
21.00
DOMENICA
Dalle
10
alle
20
LA
DIREZIONE
NON
RISPONDE
DANNI
DI
E
FURTI
ALLE
VETTURE
Media
World
Media
W
rld
Media
Worl
G
smeg
IG
M
AEG
ANDIELETTROD
lele",17023.89407157898,,
icdar_tr_img_07798,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_07798.jpg,"MILANO · PALAZZO MARINO
PIERO DELLA FRANCESCA
La Madonna della Misericordia
Milano, Palazzo Marino, Sala Alessi
dal 6 dicembre 2016 all'8 gennaio 2017 - Ingresso libero
infoline 800167619
www.comune.milano.it","Symbols, None, Latin",ICDAR_mini,"MILANO
PALAZZO
MARINO
PIERO
FRANCESCA
DELLA
Misericordia
Madonna
della
La
Alessi
Sala
Palazzo
Marino,
Milano,
libero
Ingresso
gennaio
2017
all'8
2016
dicembre
dal
-
6
www.comune.milano.it
800167619
infoline
I
Rinascento
G
INTESA
CIVITA
PAIAZLORFALE",12569.522857666016,,,"MILANO
PALAZZO
MARINO
PIERO
FRANCESCA
DELLA
Misericordia
Madonna
della
La
Alessi
Sala
Palazzo
Marino,
Milano,
libero
Ingresso
gennaio
2017
all'8
2016
dicembre
dal
-
6
www.comune.milano.it
800167619
infoline
I
Rinascento
G
INTESA
CIVITA
PAIAZLORFALE",12396.456956863403,,
icdar_tr_img_07848,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_07848.jpg,,Latin,ICDAR_mini,"Tagliate
RAZZE
E
DELLE
UNA
ANGUS
ABERDEEN
L'
APPRE
MOLTO
E
MONDO
PIU
AL
CELEBRI
INENSO,
SAPORE
SUO
IL
PER
MORBIDEZZA
INCOMPARABILE
SUA
LA
SUCCULENZA.
STRAORDINARIA
UNA
ED
australiano
di
angus
Tagliata
Rosmarino
Abenideen
angus
austialiano
iosmaiino
sale
e
affunicato
al
faggio
A
Abbina
contorno
un",14583.081007003784,,,"Tagliate
RAZZE
E
DELLE
UNA
ANGUS
ABERDEEN
L'
APPRE
MOLTO
E
MONDO
PIU
AL
CELEBRI
INENSO,
SAPORE
SUO
IL
PER
MORBIDEZZA
INCOMPARABILE
SUA
LA
SUCCULENZA.
STRAORDINARIA
UNA
ED
australiano
di
angus
Tagliata
Rosmarino
Abenideen
angus
austialiano
iosmaiino
sale
e
affunicato
al
faggio
A
Abbina
contorno
un",15505.059957504272,,
icdar_tr_img_07872,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_07872.jpg,"- PIZZERIA
- FABBRICA
- CON CUCINA
- FABBRICA CON CUCINA
- PIZZERIA FABBRICA CON CUCINA
- VIALE PASUBIO","None, Latin",ICDAR_mini,"PIZZERIA
FABBRICA
FABBRICA
PIZZERIA
CON
CUCINA
CUCINA
VIALE
PASUBIO
PIZZERIA
PIZZERIA
PIZZERIA
FABBRICA
FABBRICA
38
FABBRICA
CON
CUCINA
CON
CUCINA
CON
CUCINA
PIZZERIA
FABBRICA
CUCINA
CON
AREA",13091.455936431885,,,"PIZZERIA
FABBRICA
FABBRICA
PIZZERIA
CON
CUCINA
CUCINA
VIALE
PASUBIO
PIZZERIA
PIZZERIA
PIZZERIA
FABBRICA
FABBRICA
38
FABBRICA
CON
CUCINA
CON
CUCINA
CON
CUCINA
PIZZERIA
FABBRICA
CUCINA
CON
AREA",15489.795923233032,,
icdar_tr_img_07901,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_07901.jpg,"1768
VIA
FRIEDRICH VON HAYEK
ECONOMISTA FILOSOFO 1899 - 1992
UCI CINEMAS","Symbols, Latin",ICDAR_mini,"BICOCCA
1768
UCI
VIA
FRIEDRICH
HAYEK
CINENAS
VON
ECONOMISTA
FLLOSOFO
1899
1992
-",9541.638851165771,,,"BICOCCA
1768
UCI
VIA
FRIEDRICH
HAYEK
CINENAS
VON
ECONOMISTA
FLLOSOFO
1899
1992
-",13639.539003372192,,
icdar_tr_img_07906,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_07906.jpg,,"Symbols, Mixed, Latin",ICDAR_mini,"TOAST€2
MAXI
-
PANINI€2,20/3,90
INSALATE€4,50
PIATTI
FREDDI
CAPRESE
Aspettando
DI
CAPODANN
BUFALA
CREMA
Dicembre
2016
21
Mercodedi
AL
ore21.00
POSTI
CAFFE
€1,50
H
Ha
ch
R
ma
Sei
qu
ins
Ti
s
che
Seha
almer
APERTO
TUTTI
iGiORNi",13941.438913345337,,,"TOAST€2
MAXI
-
PANINI€2,20/3,90
INSALATE€4,50
PIATTI
FREDDI
CAPRESE
Aspettando
DI
CAPODANN
BUFALA
CREMA
Dicembre
2016
21
Mercodedi
AL
ore21.00
POSTI
CAFFE
€1,50
H
Ha
ch
R
ma
Sei
qu
ins
Ti
s
che
Seha
almer
APERTO
TUTTI
iGiORNi",15612.940073013306,,
icdar_tr_img_07911,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_07911.jpg,,"Symbols, Latin",ICDAR_mini,"/
7879949
ITALIA
06
Life
Good
The
www.thegoodlifeitalia.com
BIMESTRALE
7
€
GENNAIO-FEBBRAIO
2017
N°6
MODA
VIAGGI
LIFESTYLE
DESIGN
ARCHITETTURA
CULTURA
BUSINESS
&
lifdstyle
business
ibrida:
maschile
rivista
La
Prima
SPECIALE
PARIGI
Good
Speed
The
MARI:
SOTTO
I
MILIONI
20
000
SPOTS
GOOD
I
COMMERCIO
DELLA
IMPERDIBILI
IL
LUMIÈRE
VILLE
SOMMERGIBILI
DEI
Factory
Good
The
Think
MONDO?
DEL
WHISKY
MIGLIOR
IL
Global
TAIWAN
A
PRODUCE
SI
College
Good
The
Business
DELL'ECCELLENZA
PREZZO
IL
is
UNIVERSITÀ
beautiful
AMERICANE
DELLE
City
Mega
PIÙ
L'ESPRESSIONE
SHANGHAI,
CINESE""
""SOGNO
DEL
PIUSCITA
Good
Art
The
NEL
TENDENZA
L'ULTIMA
BARATTO
IL
DELL'ARTE:
MERCATO
Toys
The
Good
PIÙ
AUTENTICA
A,
LA
356
PORSCHE
LE
TUTTE
DI
Vibrations
Good
The
DESING,
60006
MUSICA,
LIBRI,
GASTRONOMIA...
FUMETTI,
FOTO,
130001
772499
addictive
Extremely
9",16794.859170913696,,,"/
7879949
ITALIA
06
Life
Good
The
www.thegoodlifeitalia.com
BIMESTRALE
7
€
GENNAIO-FEBBRAIO
2017
N°6
MODA
VIAGGI
LIFESTYLE
DESIGN
ARCHITETTURA
CULTURA
BUSINESS
&
lifdstyle
business
ibrida:
maschile
rivista
La
Prima
SPECIALE
PARIGI
Good
Speed
The
MARI:
SOTTO
I
MILIONI
20
000
SPOTS
GOOD
I
COMMERCIO
DELLA
IMPERDIBILI
IL
LUMIÈRE
VILLE
SOMMERGIBILI
DEI
Factory
Good
The
Think
MONDO?
DEL
WHISKY
MIGLIOR
IL
Global
TAIWAN
A
PRODUCE
SI
College
Good
The
Business
DELL'ECCELLENZA
PREZZO
IL
is
UNIVERSITÀ
beautiful
AMERICANE
DELLE
City
Mega
PIÙ
L'ESPRESSIONE
SHANGHAI,
CINESE""
""SOGNO
DEL
PIUSCITA
Good
Art
The
NEL
TENDENZA
L'ULTIMA
BARATTO
IL
DELL'ARTE:
MERCATO
Toys
The
Good
PIÙ
AUTENTICA
A,
LA
356
PORSCHE
LE
TUTTE
DI
Vibrations
Good
The
DESING,
60006
MUSICA,
LIBRI,
GASTRONOMIA...
FUMETTI,
FOTO,
130001
772499
addictive
Extremely
9",20085.036039352417,,
icdar_tr_img_07979,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_07979.jpg,"- FONDAZIONE IRCCS CA' GRANDA
- OSPEDALE MAGGIORE POLICLINICO
- Sistema Sanitario
- Regione Lombardia
- De Marchi",Latin,ICDAR_mini,"FONDAZIONE
CA'
GRANDA
IRCCS
OSPEDALE
MAGGIROE
POLICLINICO
Regione
Lombardia
Sanitario
Sistema
De
Marchi",8508.558750152588,,,"FONDAZIONE
CA'
GRANDA
IRCCS
OSPEDALE
MAGGIROE
POLICLINICO
Regione
Lombardia
Sanitario
Sistema
De
Marchi",11468.404054641724,,
icdar_tr_img_08019,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08019.jpg,"I can’t reliably extract readable text from this image. The red lettering is highly stylized graffiti on a yellow wall, making individual characters and words indistinct. If you can provide a higher-resolution image or a less ornate font/style (or a close-up crop of the text), I can attempt transcription more accurately.",Bangla,ICDAR_mini,"গোবিন্দ
ষ্টোর্স",12651.986122131348,,,"গোবিন্দ
ষ্টোর্স",10934.851169586182,,
icdar_tr_img_08060,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08060.jpg,,"Bangla, None",ICDAR_mini,বেলঘরিয়া,13296.761989593506,,,বেলঘরিয়া,14129.325151443481,,
icdar_tr_img_08079,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08079.jpg,,Bangla,ICDAR_mini,"ভান্ডার
মাতৃ
পাড়া
পূর্ব
মোর,
বি.
রোড,
এম.",13213.412761688232,,,"ভান্ডার
মাতৃ
পাড়া
পূর্ব
মোর,
বি.
রোড,
এম.",13775.386095046997,,
icdar_tr_img_08091,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08091.jpg,,"Bangla, None, Latin",ICDAR_mini,"ভারত
অন্তর্ভুক্ত
অন্তর্গত
পরিষেবা
অনান্য
ব্যাঙ্কের
SBI
খোলা
খাতা",11943.066120147705,,,"ভারত
অন্তর্ভুক্ত
অন্তর্গত
পরিষেবা
অনান্য
ব্যাঙ্কের
SBI
খোলা
খাতা",13736.885070800781,,
icdar_tr_img_08132,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08132.jpg,"Here is the text I can read from the image:

- বিশ্ব বাংলা (Biswa Bangla)
- BISWA BANGLA

Note: There is some additional small text along the zigzag line that is not clearly legible in the image.","Bangla, Latin",ICDAR_mini,"বিশ্ব
বাংলা
ব
BISWA
BANGLA
সবুজ
সাথী",6809.643745422363,,,"বিশ্ব
বাংলা
ব
BISWA
BANGLA
সবুজ
সাথী",9698.355913162231,,
icdar_tr_img_08140,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08140.jpg,"আনন্দ
ANAND","Bangla, None, Latin",ICDAR_mini,"আনন্দ
anand",5308.29381942749,,,"আনন্দ
anand",8378.714084625244,,
icdar_tr_img_08167,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08167.jpg,,"Bangla, None, Latin",ICDAR_mini,"CROTECHGLOBALITS
আবার
মদন
মিত্র",12684.897184371948,,,"CROTECHGLOBALITS
আবার
মদন
মিত্র",12801.192045211792,,
icdar_tr_img_08182,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08182.jpg,ग्राम पंचायत कार्यालय,"Bangla, None",ICDAR_mini,"চৌমাথা
ওন্দা
সার্ব্বজনীন
দুর্গা
মন্দির
I",15308.55393409729,,,"চৌমাথা
ওন্দা
সার্ব্বজনীন
দুর্গা
মন্দির
I",13189.871072769165,,
icdar_tr_img_08190,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08190.jpg,,Bangla,ICDAR_mini,"লক্ষী
ভিলা
ঠাকুর
গোপাল
রোড
লাল
১৩৬,
কলকাতা
৩৫",9072.964906692505,,,"লক্ষী
ভিলা
ঠাকুর
গোপাল
রোড
লাল
১৩৬,
কলকাতা
৩৫",13524.365901947021,,
icdar_tr_img_08198,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08198.jpg,,Bangla,ICDAR_mini,"সাক্ষাতের
কেন্দ্রে
যান",9515.57183265686,,,"সাক্ষাতের
কেন্দ্রে
যান",14620.828866958618,,
icdar_tr_img_08202,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08202.jpg,,Bangla,ICDAR_mini,"আদি
আদি
ফকির
ফকির
প্রো:-
প্রোঃ
মহম্মদ
মহম্মদ",6129.985094070435,,,"আদি
আদি
ফকির
ফকির
প্রো:-
প্রোঃ
মহম্মদ
মহম্মদ",13711.884021759033,,
icdar_tr_img_08211,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08211.jpg,,Bangla,ICDAR_mini,"প্রদীপ
কুমার
বেজ
ডাঃ
ডাঃ
অনিন্দ্য
সুন্দর
দাস
ডাঃ
দেবাশিস
সর্দার",8500.792741775513,,,"প্রদীপ
কুমার
বেজ
ডাঃ
ডাঃ
অনিন্দ্য
সুন্দর
দাস
ডাঃ
দেবাশিস
সর্দার",13575.60110092163,,
icdar_tr_img_08248,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08248.jpg,,"Bangla, Symbols",ICDAR_mini,"সাইকেল
''
এখানে
রাখিবেন
না",11478.147029876709,,,"সাইকেল
''
এখানে
রাখিবেন
না",14712.597846984863,,
icdar_tr_img_08249,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08249.jpg,,Bangla,ICDAR_mini,"পয়া
জুয়েলার্স
কলিকাতা-
বি.
৪৯
৪৯
রোড,
২
এম.",8937.737941741943,,,"পয়া
জুয়েলার্স
কলিকাতা-
বি.
৪৯
৪৯
রোড,
২
এম.",13281.495809555054,,
icdar_tr_img_08253,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08253.jpg,,Bangla,ICDAR_mini,"স্টেট
কোতুলপুর
তিন
বাঁকুড়া
ব্যাঙ্ক
-এর
তলায়,",10830.132961273193,,,"স্টেট
কোতুলপুর
তিন
বাঁকুড়া
ব্যাঙ্ক
-এর
তলায়,",11402.223110198975,,
icdar_tr_img_08255,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08255.jpg,,Bangla,ICDAR_mini,"চিত্রমালা
ইলেকট্রিক",12537.841796875,,,"চিত্রমালা
ইলেকট্রিক",14433.942079544067,,
icdar_tr_img_08270,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08270.jpg,"No readable text is present. The image shows a yellow panel with red graffiti/letterforms on a blue wall, but the characters are stylized and not legible as standard text. If you’d like, I can try to enhance the image or crop a region to attempt OCR, but as-is there is no extractable text.",Bangla,ICDAR_mini,মঞ্জউ,10477.400064468384,,,মঞ্জউ,8877.968072891235,,
icdar_tr_img_08288,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08288.jpg,google,Bangla,ICDAR_mini,নটরাজ,15360.117197036743,,,নটরাজ,12600.298881530762,,
icdar_tr_img_08316,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08316.jpg,আহিত্যা,Bangla,ICDAR_mini,আইডিয়া,9726.870059967041,,,আইডিয়া,10168.80488395691,,
icdar_tr_img_08400,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08400.jpg,টাকা-মাটি- মাটি চক্কা,Bangla,ICDAR_mini,"মাটি
টাকা
মাটি-
টাকা",9400.925874710083,,,"মাটি
টাকা
মাটি-
টাকা",10984.687089920044,,
icdar_tr_img_08408,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08408.jpg,"Extracted text:
- মায়ের
- আশীর্বাদ",Bangla,ICDAR_mini,"মায়ের
আশীর্বাদ",6365.2708530426025,,,"মায়ের
আশীর্বাদ",12070.372819900513,,
icdar_tr_img_08415,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08415.jpg,,"Bangla, None, Latin",ICDAR_mini,"খেলাধূলার
সমস্ত
সরঞ্জাম
মো-
973218",11260.257005691528,,,"খেলাধূলার
সমস্ত
সরঞ্জাম
মো-
973218",15811.461687088013,,
icdar_tr_img_08451,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08451.jpg,"নজরুল
জন্ম- ১৮৯৯ খ্রি: ২৪ মে
মৃত্যু- ১৯৭৬ খ্রি: ২৯ আগস্ট",Bangla,ICDAR_mini,"নজরুল
খ্রীঃ
জন্ম
১৮৯৯
মে।
২৪শে
আগষ্ট।
খ্রীঃ
২৯শে
১৯৭৬
মৃতু্্য-",11053.102016448975,,,"নজরুল
খ্রীঃ
জন্ম
১৮৯৯
মে।
২৪শে
আগষ্ট।
খ্রীঃ
২৯শে
১৯৭৬
মৃতু্্য-",13639.419078826904,,
icdar_tr_img_08465,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08465.jpg,,"Bangla, Latin",ICDAR_mini,"তৈরীর
উপাদান
যায়
পাওয়া
সমস্ত
৷
বাঁকুড়া
পাশে,",10869.323015213013,,,"তৈরীর
উপাদান
যায়
পাওয়া
সমস্ত
৷
বাঁকুড়া
পাশে,",13611.595153808594,,
icdar_tr_img_08473,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08473.jpg,,"Bangla, None",ICDAR_mini,"পার্লার
দেবরাজ
এখানে
দাঁড়ি",11788.116216659546,,,"পার্লার
দেবরাজ
এখানে
দাঁড়ি",13414.234161376953,,
icdar_tr_img_08477,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08477.jpg,"I’m not able to reliably read and transcribe the text from this curved, weathered arch image. The letters are worn and the curvature makes optical recognition difficult.

If you can provide:
- a higher-resolution image, or
- a cropped, straightened photo of the arch (text along the circle, clearly legible),

I can extract all the text for you. If you know the language (likely Gujarati or a related script), I can also tailor the OCR to improve accuracy.",Bangla,ICDAR_mini,"পঞ্চায়েত
সমিতি
কার্য্যালয়
ওন্দা",13991.684198379517,,,"পঞ্চায়েত
সমিতি
কার্য্যালয়
ওন্দা",13117.994785308838,,
icdar_tr_img_08479,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08479.jpg,,"Bangla, None",ICDAR_mini,"ওন্দা
খুচরা
ঔষধের
দোকান
বাঁকুড়া",17555.173873901367,,,"ওন্দা
খুচরা
ঔষধের
দোকান
বাঁকুড়া",13254.745960235596,,
icdar_tr_img_08486,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08486.jpg,"চক্ষু পরীক্ষা
চশমা",Bangla,ICDAR_mini,"পরীক্ষা
চক্ষু
চশমা",8746.964931488037,,,"পরীক্ষা
চক্ষু
চশমা",14053.309917449951,,
icdar_tr_img_08497,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08497.jpg,,Bangla,ICDAR_mini,"পান্তুউ
জুয়েলার্স
এন্ড
সন্স",11616.601705551147,,,"পান্তুউ
জুয়েলার্স
এন্ড
সন্স",14138.236045837402,,
icdar_tr_img_08517,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08517.jpg,"- onita F
- আনিতা
- M. B. ROAD, UDAYPUR, NIMTA, KOLKATA","Bangla, None, Latin",ICDAR_mini,"F
Onita
অনিতা
NIMTA
K
UDAYPUR
ROAD,
B.",8690.94181060791,,,"F
Onita
অনিতা
NIMTA
K
UDAYPUR
ROAD,
B.",11980.815887451172,,
icdar_tr_img_08534,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08534.jpg,ইউনাইটেড ব্যাংক অব ইন্ডিয়া (U.B.I.),"Bangla, None, Latin",ICDAR_mini,"ওন্দা
রোড
(U.B.I.
মেন",10934.560060501099,,,"ওন্দা
রোড
(U.B.I.
মেন",10367.04707145691,,
icdar_tr_img_08537,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08537.jpg,,"Bangla, None",ICDAR_mini,"গুঁড়ো
মশলা
গুঁড়ো",12747.883796691895,,,"গুঁড়ো
মশলা
গুঁড়ো",13181.384801864624,,
icdar_tr_img_08540,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08540.jpg,,"Bangla, None",ICDAR_mini,"পিক,
কিংবা
পানের
দেওয়ালে
বা
জানালায়",11093.961954116821,,,"পিক,
কিংবা
পানের
দেওয়ালে
বা
জানালায়",14536.877870559692,,
icdar_tr_img_08568,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08568.jpg,,Bangla,ICDAR_mini,"ঠাণ্ডা
ঠাণ্ডা
কুল
কুল",11309.955835342407,,,"ঠাণ্ডা
ঠাণ্ডা
কুল
কুল",14129.06813621521,,
icdar_tr_img_08586,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08586.jpg,,"Bangla, None",ICDAR_mini,"গীর্জায়
প্রবেশ
পথ
प्रवेश
चर्च",10106.37378692627,,,"গীর্জায়
প্রবেশ
পথ
प्रवेश
चर्च",13462.085962295532,,
icdar_tr_img_08591,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08591.jpg,"- প্রধান
- গোল্ড
- PRADHAN GOLD JEWELLERS

Note: There is a small plaque next to the sign with the same title in English, but the remaining lines on that plaque are too small/blurred to read clearly.","Bangla, Latin",ICDAR_mini,"PRADHAN
JEWELLERS
GOLD
PROP:-
PRADHAN
MANTU
প্র়়ধান
15,M.B.Road.Kol-49
MORE
CULTURE
গোল্ড",10650.099277496338,,,"PRADHAN
JEWELLERS
GOLD
PROP:-
PRADHAN
MANTU
প্র়়ধান
15,M.B.Road.Kol-49
MORE
CULTURE
গোল্ড",14149.130821228027,,
icdar_tr_img_08595,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08595.jpg,,Bangla,ICDAR_mini,"নিউ
লক্ষ্মী
নারায়ণ
ব্যাগ
সেন্টার",15486.276149749756,,,"নিউ
লক্ষ্মী
নারায়ণ
ব্যাগ
সেন্টার",14433.731079101562,,
icdar_tr_img_08597,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08597.jpg,The text visible in the image is in Devanagari and reads: श्री श्री श्री (Shri Shri Shri).,Bangla,ICDAR_mini,"বুক
এজেন্সী",9112.141847610474,,,"বুক
এজেন্সী",10649.290800094604,,
icdar_tr_img_08612,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08612.jpg,"- Furniture
- ফার্নিচারের
- KOL- 49 • Phone : 2844 1419","Bangla, Latin",ICDAR_mini,"Urnitu
ফার্নিচার
kol-
49
Phone:
28441419",9930.461883544922,,,"Urnitu
ফার্নিচার
kol-
49
Phone:
28441419",13339.379072189331,,
