sample_id,image_path,printed_image_path,dataset,ground_truth,gpt-5-mini_prediction,gpt-5-mini_prompt,gpt-5-mini_ground_truth_inference_time_ms,gpt-5-mini_prediction_inference_time_ms,gpt-5-mini_tokens_used,gpt-5-mini_ground_truth_error,gpt-5-mini_prediction_error,gpt-5-mini_timestamp,gpt-5-nano_prediction,gpt-5-nano_prompt,gpt-5-nano_ground_truth_inference_time_ms,gpt-5-nano_prediction_inference_time_ms,gpt-5-nano_tokens_used,gpt-5-nano_ground_truth_error,gpt-5-nano_prediction_error,gpt-5-nano_timestamp
iam_624_p03-121,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_624_p03-121/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_624_p03-121/printed.png,IAM_mini,"""I'm going with a shooting party. What else can I do at this time of year? I can't ask you up because it's a strictly stag affair."" ""I know. I didn't expect ..."" ""Well, don't keep hinting, then. You wish you could come with me; you hope I'll miss you; you can't imagine the hospital without me for three weeks, etcetera, etcetera!""","I'm going with a shooting party. What else can I do
at this time of year? I can't ask you up because it's
a strictly stag affair."" ""I know. I didn't expect..."" ""Well,
don't keep hinting, then. You wish you could
come with me; you hope I'll miss you; you
can't imagine the hospital without me for
three weeks, etcetera, etcetera!!",Extract all text from this document image,5700.350999832153,7079.627990722656,,,,2025-12-30T21:37:51.542295,"I'm going with a shooting party. What else can I do at this time of year? I can't ask you because it's a strictly stag affair. I know. I didn't expect ... well, don't keep hinting, then. You wish you could come with me; you hope I'll miss you; you can't imagine the hospital without me for three weeks, et cetera, et cetera, et cetera?!",Extract all text from this document image,13071.611166000366,13006.289005279541,,,,2025-12-31T03:50:37.111635
iam_625_p03-135,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_625_p03-135/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_625_p03-135/printed.png,IAM_mini,"Her figure was small and exquisite, like a schoolgirl's still, and he admired her legs, which the male sex were inclined to regard first. ""I would mind if you didn't"" he told her grimly, and tugged her fiercely into his arms. ""You're right, pet. I do need this leave. I'm bad-tempered and broody and going out with brash blondes. I don't deserve you.""","Her figure was small and exquisite, like a schoolgirl's smile, and
he admired her legs, which the male sex were inclined to
regard first. ""I would mind if you didn't,"" he told her
grimly, and tugged her fiercely into his arms. ""You're
right, pet. I do need this leave. I'm bad-tempered and
broody and going out with brash blondes. I don't deserve
you.""",Extract all text from this document image,8392.421960830688,11694.701671600342,,,,2025-12-30T23:14:31.861282,"Here is the text I can read from the image. Some words are a bit unclear due to the handwriting, so I’ve marked uncertain parts in brackets.

Her figure was small and exquisite, like a schoolgirl's still, and
he admired her legs, which the male sex were inclined to
regard first. ""I would mind if you didn't,"" he told her gently, and tugged her fiercely into his arms. ""You're right, pet. I do need this leave. I'm bad-tempered and broody and going out with [unclear] blondes. I don't deserve you.""",Extract all text from this document image,8393.363952636719,21162.07790374756,,,,2025-12-31T06:17:56.000777
iam_634_p06-047,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_634_p06-047/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_634_p06-047/printed.png,IAM_mini,"'I will leave you the necessary prescription for the sedatives. You will contact your new doctor when you reach your parents' house.' She watched him flick his fountain-pen from his waistcoat pocket, take out his prescription pad, and scribble on it. Then, with a gesture she knew so well, he tore off the leaflet and handed it to her.","'I will leave you the necessary pre-
scriptions for the sedatives. You
will contact your new doctor
when you reach your parents'
house.' She watched him flick
his fountain-pen from his
waistcoat pocket, take out
his prescription pad, and
scribble on it. Then,
with a gesture she knew so well,
he tore off the leaflet and

Notes: there are two struck-through words before ""prescription pad"" and before ""scribble"" in the handwritten image; the visible final text reads as shown above.",Extract all text from this document image,4706.473827362061,12824.08595085144,,,,2025-12-30T23:30:08.296294,"Here is the transcription of the legible text from the image:

- ""I will leave you the necessary prescriptions for the editors. You will contact your new doctor when you reach your parents' home. She watched him flick his fountain-pen from his waistcoat pocket, take out his prescription pad, and scribble on it. Then, with a gesture she knew so well, she tore off the leaflet and""

Note: The final portion of the text after ""and"" is not clearly legible in the image, so I’ve ended the transcription at the last clearly readable word. If you can provide a higher-resolution image or a cropped bottom section, I can try to complete the rest.",Extract all text from this document image,13810.161352157593,25173.6900806427,,,,2025-12-31T06:39:38.853346
iam_634_p06-069,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_634_p06-069/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_634_p06-069/printed.png,IAM_mini,"She had her truth. How much had built up from that first ideal, and how little joy, or satisfaction, it had given her. 'I'm sorry, darling.' He looked nervous. It had been hell lying there, knowing she was talking to Nicholas and wondering what they were saying. Sandra said instinctively: 'I told him I knew he was responsible for Beryl's death.'","She had her truth. How much had built up from that first ideal, and how little joy, or satisfaction, it had given her. 'I'm sorry, darling.' He looked nervous. It had been hell lying there, knowing she was talking to Nicholas and wondering what they were saying. Sandra said instinctively: 'I told him I knew he was responsible for Beryl's death.'",Extract all text from this document image,4879.233121871948,12065.428972244263,,,,2025-12-30T21:04:20.861717,"She had her truth. How much had built up from that first ideal, and how little joy, or satisfaction, it had given her. I'm sorry, darling. He looked nervous. It had been hell lying there, knowing she was talking to Nicholas and wondering what they were saying. Sandra said instinctively: 'I told him I knew he was responsible for Beryl's death.'",Extract all text from this document image,8292.603969573975,14885.258674621582,,,,2025-12-31T02:57:22.550132
iam_634_p06-104,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_634_p06-104/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_634_p06-104/printed.png,IAM_mini,"He was better; he had made a miraculous recovery and Sandra would soon be his wife. The Devil, he thought, certainly looked after his own. Something in Sandra's attitude struck him suddenly, making him say: 'You can't forgive him for this - can you?' 'Forgive is an unctuous, patronizing word,' she replied. 'I despise the deceit. The lies.'","He was better; he had made a miraculous recovery and Sandra would soon be his wife. The Devil, he thought, certainly looked after his own.

Something in Sandra's attitude struck him suddenly, making him say:

'You can't forgive him for this — can you?'

'Forgive is an unctuous, patronizing word,' she replied. 'I despise the deceit. The lies.'",Extract all text from this document image,5889.114141464233,8099.18212890625,,,,2025-12-30T23:09:07.009027,"He was better; he had made a miraculous recovery and Sandra would soon be his wife. The Devil, he thought, certainly looked after his own. Something in Sandra's attitude struck him suddenly, making him say: “You can't forgive him for this - can you?” “Forgive” is an unctuous, patronizing word, she replied. Despite the deceit. The lies.",Extract all text from this document image,9202.404975891113,20498.502731323242,,,,2025-12-31T06:10:04.992679
iam_635_r06-003,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_635_r06-003/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_635_r06-003/printed.png,IAM_mini,"One called La Patriote is Communist, and at the time of our arrival it was throwing huge over-ripe verbal tomatoes at General de Gaulle. One side of this square is a smart but modest bar called Pierre's Bar. For one day, with the help of the Syndicat d'Initiative, we had been hunting for furnished rooms, and had given up, when an elderly lady, the owner of a residence called the Poet's Nest, had firmly closed the door in our noses.","One called La Patriote is Communist, and at the time of our arrival it was throwing huge over-ripe verbal tomatoes at General de Gaulle. One side of this square is a smart but modest bar called Pierre's bar. For one day, with the help of the Syndicat d'Initiative, we had been hunting for furnished rooms, and had given up, when an elderly lady, the owner of a residence called the Poet's Nest, had firmly closed the door in our faces.",Extract all text from this document image,5208.562850952148,16328.89723777771,,,,2025-12-30T21:01:32.190699,,Extract all text from this document image,8228.687047958374,21181.222915649414,,,,2025-12-31T02:52:51.545419
iam_635_r06-007,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_635_r06-007/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_635_r06-007/printed.png,IAM_mini,"'It is a pity,' said Mart, 'because it would have been a good address.' Now, after a woman's radar look, she decided Pierre would solve our problems. This was true, Pierre was a true Provençal, thin and yellow as lemon peel, wrestling with some gnawing rat of an illness, man of all trades, married to a commanding lady who loved small talk and the discreet accumulation of money.","""It is a pity,"" said Mat, ""because it would have been a good address."" Now, after a woman's radar look, she decided Prene would solve our problems. This was true, Prene was a true Provencal gal, thin and yellow as lemon peel, wrestling with some gnawing sort of an illness, woman of all trades, married to a commanding lady who loved small talk and the discreet accumulation of money.",Extract all text from this document image,6635.00189781189,12543.549060821533,,,,2025-12-30T23:24:28.375522,,Extract all text from this document image,15014.825105667114,24683.46643447876,,,,2025-12-31T06:31:06.467387
iam_635_r06-022,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_635_r06-022/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_635_r06-022/printed.png,IAM_mini,"This was strange, even magic, because the owner's name was Pierre Tortorolo which, in Nicoison Italian means 'turtledove'. Pierre Turtledove. When we woke up properly it was raining, an even more hopeless rain than London, and we looked out of the windows at the weeping trees and the curling white breath of the mountains. The land looked like a beaten woman and the turtle-doves cried her shame.","This was strange, even magic, because the owner's name was Pierre Tortorello which, in Neapolitan Italian means ""turtledove"" Pierre Turtledove. When we woke up properly it was raining, an even more hopeless rain than London, and we looked out of the windows at the weeping trees and the curling white break of the mountains. The land looked like a beaten woman and the turtle-doves cried her shame.",Extract all text from this document image,10299.912214279175,19301.106929779053,,,,2025-12-30T21:48:54.741192,"This was strange, even magic, because the owner's name was Pierre Portabale, which, in Nea ion Italian means “tuttedove.” Pierre Tuttedove. When we woke up properly it was raining, and even more hopeless rain that London, and we looked out of the windows at the weeping trees and the cutting white breath of the mountains. The land looked like a beast, a woman and the turtle-doves cried her shame.",Extract all text from this document image,12674.645900726318,19062.81089782715,,,,2025-12-31T04:07:50.455125
iam_635_r06-143,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_635_r06-143/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_635_r06-143/printed.png,IAM_mini,"In the train going back to London I sat beside Catherine. She had the stories open in front of her, but she said: 'Philip's awfully lucky. I wish I went to that school. Did you notice that girl who said hullo to him in the garden?'","In the train going back to London I sat beside (crossed‑out) Catherine. She had the stories open in front of her, but she said: 'Philip's awfully lucky. I wish I went to that school. Did you notice that girl who said hullo to him in the garden?'",Extract all text from this document image,5213.868618011475,10887.104988098145,,,,2025-12-30T23:20:11.538466,"In the train going back to London I sat beside Catherine. She had the stones open in front of her, but she said: 'Philip's awfully lucky. I also went to that school. And you know that girl who said hello to him in the garden?'",Extract all text from this document image,9899.194717407227,22092.410802841187,,,,2025-12-31T06:24:44.657721
iam_636_r02-000,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_636_r02-000/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_636_r02-000/printed.png,IAM_mini,"He had long sensed injustice in the distinctions drawn between ordinary wage-earners and those self-employed. By the time his monthly salary arrived, the Inland Revenue had already taken their share, and there were precious few reductions in tax save for wives, children, life-insurances or any of the other normal encumbrances which Cecil had so far avoided.","He had long sensed injustice in the distinctions
drawn between ordinary wage-earners and those
self-employed. By the time his monthly salary
arrived, the Inland Revenue had already taken
their share, and there were precious few
reductions in tax save for wives, children,
life-insurances or any of the other normal
encumbrances which Cecil had so far avoided.",Extract all text from this document image,6868.866682052612,8105.920076370239,,,,2025-12-30T22:11:53.035340,"He had long viewed injustice in the distinctions drawn between ordinary wage-earners and those self-employed. By the time his monthly salary arrived, the Inland Revenue had already taken their share, and there were precious few reductions in tax save for wives, children, life-insurances or any of the other normal encumbrances which Cecil had so far avoided.",Extract all text from this document image,7101.5918254852295,19354.339122772217,,,,2025-12-31T04:40:27.362489
iam_639_r02-010,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_639_r02-010/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_639_r02-010/printed.png,IAM_mini,"Between all the interested parties, the final agreement had been delayed long enough for Miss Cheesecake to spend all the money which by rights should have been reserved for her tax. Discounting one chinchilla jacket, a Rolls-Royce and a Sussex manor house, all three of which were in her husband's name, she now declared herself bankrupt.","Between all the interested parties, the final agreement had been delayed long enough for Miss Cheesecake to spend all the money which, by rights, should have been reserved for her tax. Discounting one chinchilla jacket, a Rolls-Royce and an Essex manor house, all three of which were in her husband's name, she now declared herself bankrupt.",Extract all text from this document image,5475.054025650024,11055.371046066284,,,,2025-12-30T22:43:23.701898,,Extract all text from this document image,6315.0012493133545,24591.517210006714,,,,2025-12-31T05:35:37.914419
iam_643_r02-060,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_643_r02-060/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_643_r02-060/printed.png,IAM_mini,"Cecil searched in his pockets once more and came up with two paper-clips. After a few seconds of twisting, he roughly thrust a bent wire loop into the lock and waggled it around vigorously. There was a click and the briefcase opened. Cecil thrust an eager hand inside, his fingers groping after wads of five pound notes.","Cecil searched in his pockets once
more and came up with two
paper-clips. After a few seconds
of twisting, he roughly thrust a
bent wire loop into the lock and
waggled it around vigorously.
There was a click and the
briefcase opened. Cecil thrust an
eager hand inside, his fingers
groping after wads of five
pound notes.",Extract all text from this document image,5192.770004272461,9011.795282363892,,,,2025-12-30T22:07:16.317870,"Cecil searched in his pockets once more and came up with two paper-clips. After a few seconds of wishing, he roughly thrust a bent wire loop into the lock and twisted it around vigorously. There was a click and the briefcase opened. Cecil thrust an eager hand inside, his fingers grasping at heads of five pound notes.",Extract all text from this document image,4123.754024505615,28761.65008544922,,,,2025-12-31T04:33:49.115301
iam_644_r02-065,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_644_r02-065/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_644_r02-065/printed.png,IAM_mini,"They closed on a single bundle and, fumbling with nervous excitement, he pulled it out. His eye rested on a wad of stiff white paper printed on one side. 'Old fashioned fivers!' he muttered again, and tried to recall if they were still legal tender. Surely the Govr. and Compa. of the Bank of England would never break their promise to pay on rude demand, let alone on polite request.","They closed on a single bundle and, fumbling with nervous excitement, he pulled it out. His eye rested on a wad of stiff white paper printed on one side: 'old fashioned fivers,' he muttered again, and tried to recall if they were still legal tender. Surely the Govr. and Comp. of the Bank of England would never break their promise to pay on rude demand, let alone on polite request.",Extract all text from this document image,5245.431184768677,12058.940887451172,,,,2025-12-30T21:14:34.469333,,Extract all text from this document image,7575.448989868164,29821.03180885315,,,,2025-12-31T03:13:53.981018
iam_645_r02-070,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_645_r02-070/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_645_r02-070/printed.png,IAM_mini,"Cecil frowned in disappointment as he focussed upon the printing to find no Govr., no Compa., in fact no five pound notes at all. He was holding a paper booklet, the top sheet of which bore, in large Baskerville type, the words METROPOLITAN MONOTECHNIC INSTITUTE ADVANCED ACCOUNTANCY COURSE NO. 3. He ruffled the sheets irritably and glowered at his own breach of social morality.","Cecil frowned in disappointment as he focussed upon the
printing to find no Govr., no Compy., in fact no five pound notes
at all. He was holding a paper booklet, the top sheet of which
bore, in large Baskerville type, the words METROPOLITAN
MONOTECHNIC INSTITUTE ADVANCED ACCOUNTANCY
COURSE NO. 3. He ruffled the sheets irritably and
glowered at his own breach of social morality.",Extract all text from this document image,7300.347089767456,15491.041898727417,,,,2025-12-30T22:48:10.213887,"Cecil frowned in disappointment as he focused upon the printing to find no Govt, no Company, in fact no five pound notes at all. He was holding a paper booklet, the top sheet of which bore, in large Bakersville type, the words METROPOLITAN MONOTECHNIC INSTITUTE ADVANCED ACCOUNTANCY COURSE NO. 3. He rattled the sheets irritably and glowered at his own breach of social morality.",Extract all text from this document image,13847.567796707153,18531.055212020874,,,,2025-12-31T05:42:29.134086
iam_649_r02-089,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_649_r02-089/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_649_r02-089/printed.png,IAM_mini,"'HELLO, CECIL. HAD a busy day?' His mother came into the hall as he opened the front door. He nodded irritably and, turning his back to her, contrived to slide the briefcase into hiding between the do-it-yourself cupboard and the polished brass fourteen-pounder shell-case which served respectively as coat cupboard and umbrella stand. 'You're later than usual, aren't you?' His mother tidied her grey hair in the hall-mirror they had once obtained as a free gift in exchange for the labels from half a hundredweight of Trunk and Greppes Tannin-free Tea.","Hello, Cecil. Had a busy day? His mother came into the hall as he opened the front door. He nodded irritably and, turning his back to her, continued to slide the brief-case into its hiding between the do-it-yourself cupboard and the polished brass fourteen-pounder shell-case which served respectively as coat cupboard and umbrella stand. ""You're later than usual, aren't you?"" His mother tidied her grey hair in the hall-mirror they had once obtained as a free gift in exchange for the labels from half a hundredweight of Tuck and [Breges/Bryers] Tannin-free Tea.

Note: the brand name in the final line is difficult to read precisely; I have given my best guess and indicated the uncertain portion in brackets.",Extract all text from this document image,8847.19181060791,19281.991958618164,,,,2025-12-30T23:28:28.425281,,Extract all text from this document image,10034.602880477905,24235.71729660034,,,,2025-12-31T06:36:22.447259
iam_650_r02-109,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_650_r02-109/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_650_r02-109/printed.png,IAM_mini,"Cecil gritted his teeth and glowered at the inequity of Miss Cheesecake well-nigh bathing in tax-free champagne whilst he had to go easy on the immersion heater.
'What is it, Cecil? Don't you feel well?' his mother asked solicitously. 'You do look tired. Go and get yourself a drink.' 'Don't fuss, mother! I'm quite well and no more tired than usual, and we finished the gin last week, you know that.'","Cecil gritted his teeth and glowered at the iniquity of Miss Cheesecake well-nigh bathing in tax-free champagne whilst he had to go easy on the immersion heater. ""What is it, Cecil? Don't you feel well?"" his mother asked solicitously. ""You do look tired. Go and get yourself a drink."" ""Don't fuss, mother! I'm quite well and no more tired than usual, and we finished the gin last week, you know that.""",Extract all text from this document image,6029.007911682129,14992.267847061157,,,,2025-12-30T22:44:19.897693,,Extract all text from this document image,8866.209030151367,25770.223140716553,,,,2025-12-31T05:37:01.927308
iam_651_r02-117,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_651_r02-117/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_651_r02-117/printed.png,IAM_mini,"Cecil stepped towards the dining room. 'I'm sure you must be tired,' his mother insisted. 'You're very irritable, anyway.' 'I'm NOT tired and I'm NOT irritable.' 'Very well then.' His mother nodded with understanding. 'You're not tired. Nobody's tired. Now just you run along upstairs and wash your hands whilst I get dinner ready.'","Cecil stepped towards the dining room. 'I'm sure you must be tired,' his mother insisted. 'You're very irritable, anyway.' 'I'm NOT tired and I'm NOT irritable.' 'Very well then.' His mother nodded with understanding. 'You're not tired. Nobody's tired. Now just you run along upstairs and wash your hands whilst I get dinner redy.'",Extract all text from this document image,5902.889966964722,14010.411024093628,,,,2025-12-30T21:14:54.383274,"Cecil stepped towards the dining room, ""I'm sure you must be tired,"" his mother insisted.
""You're very irritable, anyway!"" ""I'm NOT tired and I'm NOT irritable!"" Very well then. His mother nodded with understanding. ""You're not tired."" Nobody's tired. Now just you run along upstairs and wash your hands whilst I get dinner ready.",Extract all text from this document image,10109.089136123657,26993.90983581543,,,,2025-12-31T03:14:31.084216
iam_652_r02-127,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_652_r02-127/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_652_r02-127/printed.png,IAM_mini,"Cecil wriggled irritably under the misplaced management of a mother who had failed to realise that a son who is nearly bald is no longer a baby. He started to climb the stairs, stamping with unnecessary vigour upon the treads. 'And don't wipe the dirt off on the towel like you did yesterday.","Cecil wriggled irritably under the misplaced management of a mother who had failed to realise that a son who is nearly bald is no longer a baby. He started to climb the stairs, stamping with unnecessary vigour upon the treads. 'And don't wipe the dirt off on the towel like you did yesterday.'",Extract all text from this document image,5331.8212032318115,7331.782102584839,,,,2025-12-30T21:38:26.157776,"Cecil wriggled irritably under the misplaced management
of a mother who had failed to realise that a son
who is nearly bald is no longer a baby. He started to
climb the stairs, stamping with unnecessary vigour upon
the treads. And don't wipe the dirt off on the
towel like you did yesterday.",Extract all text from this document image,7030.275821685791,28263.771057128906,,,,2025-12-31T03:51:45.721955
iam_654_r02-137,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_654_r02-137/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_654_r02-137/printed.png,IAM_mini,'What have we here? A new briefcase! So THAT'S what it's all about.' Cecil halted in mid-step near the top of the stairs and clenched his fists. 'So that's what WHAT'S all about?' he hissed without turning round. She pointed to the briefcase. 'So that's why you are so irritable. You thought that I'd think you'd been extravagant.','What have we here? A new briefcase! Is that what it's all about.' Cecil halted in mid-step near the top of the stairs and [crossed out] clenched his fists. 'So that's what it's all about?' he hissed without turning round. She pointed to the briefcase. 'So that's why you are so irritable. You thought that I'd think you'd been extravagant.',Extract all text from this document image,6341.418981552124,14476.509809494019,,,,2025-12-30T23:06:40.932555,,Extract all text from this document image,13907.19223022461,23348.510026931763,,,,2025-12-31T06:06:37.630619
iam_655_r02-146,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_655_r02-146/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_655_r02-146/printed.png,IAM_mini,"'But I'm NOT irritable!' He rushed down the stairs and, snatching the case, ran back upstairs with it. 'And I've NOT been extravagant.' 'Naughty!' she called after him. 'Mother knows her boy better than he does himself.' She smiled at herself in the mirror and reflected how mothers always know their dear impulsive boys better than anyone - especially better than not so dear, not so impulsive daughters-in-law.","But I'm Not irritable! He rushed down
the stairs and snatching the case, ran back
upstairs with it. 'And I've Not been
extravagant.' 'Naughty!' she called
after him. Mother knows her boy.

Arnold Oher",Extract all text from this document image,7367.1019077301025,14092.863082885742,,,,2025-12-30T23:03:12.982487,"But I'm not irritable! He rushed down the stairs and snatching the case, ran back upstairs with it. ""And I've not been extravagant."" ""Naughty!"" She called after him. Mother knows her boy.",Extract all text from this document image,10642.967224121094,14525.750875473022,,,,2025-12-31T06:01:45.004645
iam_658_r03-007,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_658_r03-007/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_658_r03-007/printed.png,IAM_mini,"It was a nakedness of naivety to be clothed leaf by leaf with the disappointment of experience. Her first illusion consisted in the belief that all she need do was to go to an agent, visit half a dozen houses in one day, choose one, make an offer, put it in the hands of a lawyer and go away on her holiday while the whole transaction was put through.","It was a nakedness of naivety to be
clothed leaf by leaf with the disappointment
of experience. Her first illusion consisted in
the belief that all she need do was to go to
an agent, visit half a dozen houses in one
day, choose one, make an offer, put it in
the hands of a lawyer and go away on her
holiday while the whole transaction was
put through.",Extract all text from this document image,5424.89218711853,10962.103128433228,,,,2025-12-30T21:05:18.664436,"It was a nakedness of naivety to be clothed leaf by leaf with the disappointment of experience. Her first illusion consisted in the belief that all she need do was to go to an agent, visit half a dozen houses in one day, choose one, make an offer, put it in the hands of a lawyer and go away on her holiday while the whole transaction was put through.",Extract all text from this document image,7778.2652378082275,11264.779090881348,,,,2025-12-31T02:58:58.874135
iam_661_r03-035,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_661_r03-035/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_661_r03-035/printed.png,IAM_mini,"""Of course you must count about two hundred for legal charges and stamp duties, maybe less, depending on the price of the house, and whether it has been registered.
I take it you have a mortgage lined up, then, Mrs. - er - Buttery?"" ""Not yet, but the bank would give me a loan, I'm sure."" ""Er, yes. You have some securities, then?""","""Of course you must count about two hundred
for legal charges and stamp duties,
maybe less, depending on the price of the
house, and whether it has been regis-
tered. I take it you have a mortgage lined
up, then, Mrs.-er-Buttery?"" ""Not yet,
but the bank would give me a loan, I'm
sure."" ""Er, yes. you have some securities,
then?""",Extract all text from this document image,7568.526029586792,10236.954927444458,,,,2025-12-30T21:00:51.429726,"Here is the best transcription of the handwritten page:

""Of course you must count about two hundred
for legal charges and stamp duties,
maybe less, depending on the price of the
house, and whether it has been regis-
tered. I take it you have a mortgage tied
up, then, Mrs. er - Buttery?"" Not yet,
but the bank would give me a loan, I'm
sure."" ""Et, yes. You have some securities,
then?""",Extract all text from this document image,8035.757064819336,23421.107053756714,,,,2025-12-31T02:52:02.261699
iam_666_r03-090,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_666_r03-090/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_666_r03-090/printed.png,IAM_mini,"Our lawyers -"" ""Who are your lawyers?"" ""Clacton's."" ""Well, I'm damned."" ""Now, let me see, you say your husband earns about ... yes, that would come to ... three, carry seven, six nines are fifty four - of course we'd have to have some sort of proof, you know, it's very difficult with self-employed persons, carry two.","Our lawyers - "" ""Who are you lawyers?""

""Clacton's."" ""Well, I'm damned."" ""Now, let me see,

you say your husband earns about... yes,

that would come to... three, carry seven, six

nines are fifty four - of course we'd have to

have some sort of proof, you know, it's very

difficult with self-employed persons, carry two.",Extract all text from this document image,7015.67530632019,9486.652851104736,,,,2025-12-30T21:59:49.572090,"Our lawyers - "" Who are you lawyers?""
""Clacton's."" "" Well, I'm damned."" "" Now, let me see, you say your husband earns about... yes, that would come to... three, carry seven, six nines are fifty four - of course we'd have to have some sort of proof, you know, it's very difficult with self-employed persons, carry two.",Extract all text from this document image,14506.508111953735,17825.567960739136,,,,2025-12-31T04:23:26.645528
